p_z,p_n,p_symbol,p_energy,d_z,d_n,d_symbol,bin_en,dn_de,unc_dn_de,dn_de_nu,unc_dn_de_nu,extraction_date
9,9,F,0,8,10,O,454,0.00106211,0.00000308567,0.00259437,0.00000182046,2026-07-09
9,9,F,0,8,10,O,456,0.00104392,0.0000031115,0.00259024,0.00000174501,2026-07-09
9,9,F,0,8,10,O,458,0.00102577,0.00000313645,0.00258578,0.00000166793,2026-07-09
9,9,F,0,8,10,O,460,0.00100765,0.00000316051,0.00258099,0.00000158921,2026-07-09
9,9,F,0,8,10,O,462,0.000989578,0.00000318365,0.00257585,0.00000150881,2026-07-09
9,9,F,0,8,10,O,464,0.000971547,0.00000320588,0.00257036,0.00000142671,2026-07-09
9,9,F,0,8,10,O,466,0.000953564,0.00000322716,0.00256453,0.00000134288,2026-07-09
9,9,F,0,8,10,O,468,0.000935632,0.00000324749,0.00255834,0.0000012573,2026-07-09
9,9,F,0,8,10,O,470,0.000917755,0.00000326686,0.0025518,0.00000116994,2026-07-09
9,9,F,0,8,10,O,472,0.000899936,0.00000328523,0.00254491,0.00000108078,2026-07-09
9,9,F,0,8,10,O,474,0.000882179,0.0000033026,0.00253765,0.000000989766,2026-07-09
9,9,F,0,8,10,O,476,0.000864487,0.00000331896,0.00253003,0.000000896884,2026-07-09
9,9,F,0,8,10,O,478,0.000846863,0.00000333428,0.00252204,0.000000802099,2026-07-09
9,9,F,0,8,10,O,480,0.000829312,0.00000334856,0.00251368,0.000000705375,2026-07-09
9,9,F,0,8,10,O,482,0.000811837,0.00000336177,0.00250494,0.000000606678,2026-07-09
9,9,F,0,8,10,O,484,0.000794442,0.0000033739,0.00249583,0.000000505969,2026-07-09
9,9,F,0,8,10,O,486,0.000777129,0.00000338493,0.00248634,0.000000403212,2026-07-09
9,9,F,0,8,10,O,488,0.000759903,0.00000339485,0.00247646,0.000000298366,2026-07-09
9,9,F,0,8,10,O,490,0.000742767,0.00000340365,0.00246619,0.000000191388,2026-07-09
9,9,F,0,8,10,O,492,0.000725725,0.00000341129,0.00245552,0.000000082235,2026-07-09
9,9,F,0,8,10,O,494,0.000708781,0.00000341778,0.00244446,0.000000114914,2026-07-09
9,9,F,0,8,10,O,496,0.000691937,0.00000342309,0.002433,0.00000022716,2026-07-09
9,9,F,0,8,10,O,498,0.000675199,0.00000342721,0.00242113,0.000000341684,2026-07-09
9,9,F,0,8,10,O,500,0.000658569,0.00000343011,0.00240885,0.000000458538,2026-07-09
9,9,F,0,8,10,O,502,0.000642052,0.00000343179,0.00239615,0.000000577777,2026-07-09
9,9,F,0,8,10,O,504,0.00062565,0.00000343223,0.00238303,0.000000699457,2026-07-09
9,9,F,0,8,10,O,506,0.000609369,0.00000343141,0.00236949,0.000000823637,2026-07-09
9,9,F,0,8,10,O,508,0.000593211,0.00000342931,0.00235552,0.00000095038,2026-07-09
9,9,F,0,8,10,O,510,0.00057718,0.00000342592,0.00234111,0.00000107975,2026-07-09
9,9,F,0,8,10,O,512,0.00056128,0.00000342121,0.00232626,0.00000121182,2026-07-09
9,9,F,0,8,10,O,514,0.000545515,0.00000341519,0.00231097,0.00000134667,2026-07-09
9,9,F,0,8,10,O,516,0.000529889,0.00000340781,0.00229522,0.00000148436,2026-07-09
9,9,F,0,8,10,O,518,0.000514406,0.00000339908,0.00227901,0.00000162498,2026-07-09
9,9,F,0,8,10,O,520,0.000499069,0.00000338897,0.00226234,0.00000176862,2026-07-09
9,9,F,0,8,10,O,522,0.000483882,0.00000337747,0.0022452,0.00000191537,2026-07-09
9,9,F,0,8,10,O,524,0.00046885,0.00000336455,0.00222758,0.00000206532,2026-07-09
9,9,F,0,8,10,O,526,0.000453975,0.00000335021,0.00220948,0.00000221858,2026-07-09
9,9,F,0,8,10,O,528,0.000439263,0.00000333442,0.00219088,0.00000237525,2026-07-09
9,9,F,0,8,10,O,530,0.000424716,0.00000331716,0.00217179,0.00000253545,2026-07-09
9,9,F,0,8,10,O,532,0.00041034,0.00000329843,0.00215218,0.0000026993,2026-07-09
9,9,F,0,8,10,O,534,0.000396137,0.00000327819,0.00213206,0.00000286694,2026-07-09
9,9,F,0,8,10,O,536,0.000382112,0.00000325666,0.00211141,0.00000303849,2026-07-09
9,9,F,0,8,10,O,538,0.000368269,0.00000323383,0.00209024,0.00000321412,2026-07-09
9,9,F,0,8,10,O,540,0.000354612,0.00000320946,0.00206851,0.00000339397,2026-07-09
9,9,F,0,8,10,O,542,0.000341145,0.00000318353,0.00204624,0.00000357822,2026-07-09
9,9,F,0,8,10,O,544,0.000327872,0.00000315602,0.00202339,0.00000376705,2026-07-09
9,9,F,0,8,10,O,546,0.000314796,0.00000312692,0.00199998,0.00000396065,2026-07-09
